student_id	subject_id	evaluation_date	comments	point
OGB/2024/9	subject_10	10/7/2024	Very bad performance	0
OGB/2024/9	subject_5	9/10/2024	Very bad performance	0
OGB/2024/9	subject_3	9/20/2024	Very bad performance	0
OGB/2024/9	subject_1	9/28/2024	Good performance	8
OGB/2024/10	subject_21	9/29/2024	Below average performance	2
OGB/2024/10	subject_22	9/27/2024	Very bad performance	0
OGB/2024/10	subject_29	9/7/2024	Good performance	8
OGB/2024/10	subject_16	10/7/2024	Below average performance	2
OGB/2024/10	subject_17	9/18/2024	Average performance	4
OGB/2024/10	subject_28	9/18/2024	Excellent performance	10
OGB/2024/10	subject_25	9/23/2024	Very bad performance	0
OGB/2024/10	subject_23	9/20/2024	Below average performance	2
OGB/2024/10	subject_24	9/26/2024	Average performance	4
OGB/2024/11	subject_17	9/27/2024	Good performance	8
OGB/2024/11	subject_27	10/1/2024	Below average performance	2
OGB/2024/11	subject_13	9/10/2024	Average performance	4
OGB/2024/11	subject_1	9/28/2024	Very bad performance	0
OGB/2024/11	subject_15	9/15/2024	Good performance	8
OGB/2024/11	subject_22	10/3/2024	Below average performance	2
OGB/2024/11	subject_26	9/12/2024	Excellent performance	10
OGB/2024/11	subject_23	9/22/2024	Very bad performance	0
OGB/2024/11	subject_6	9/21/2024	Excellent performance	10
OGB/2024/12	subject_2	9/9/2024	Excellent performance	10
OGB/2024/12	subject_7	9/10/2024	Excellent performance	10
OGB/2024/12	subject_9	10/1/2024	Good performance	8
OGB/2024/12	subject_8	9/29/2024	Excellent performance	10
OGB/2024/12	subject_1	9/16/2024	Fair performance	6
OGB/2024/12	subject_4	9/25/2024	Below average performance	2
OGB/2024/12	subject_3	9/7/2024	Excellent performance	10
OGB/2024/12	subject_5	9/18/2024	Very bad performance	0
OGB/2024/12	subject_10	9/25/2024	Excellent performance	10
OGB/2024/13	subject_4	10/4/2024	Very bad performance	0
OGB/2024/13	subject_3	9/27/2024	Excellent performance	10
OGB/2024/13	subject_8	9/21/2024	Excellent performance	10
OGB/2024/13	subject_6	9/7/2024	Fair performance	6
OGB/2024/13	subject_2	9/14/2024	Good performance	8
OGB/2024/13	subject_10	9/26/2024	Good performance	8
OGB/2024/13	subject_9	10/6/2024	Fair performance	6
OGB/2024/13	subject_1	10/2/2024	Excellent performance	10
OGB/2024/13	subject_7	9/25/2024	Good performance	8
OGB/2024/13	subject_5	9/12/2024	Excellent performance	10
OGB/2024/14	subject_1	9/23/2024	Very bad performance	0
OGB/2024/14	subject_10	9/25/2024	Excellent performance	10
OGB/2024/14	subject_9	9/21/2024	Very bad performance	0
OGB/2024/14	subject_8	9/17/2024	Excellent performance	10
OGB/2024/14	subject_5	10/4/2024	Very bad performance	0
OGB/2024/14	subject_6	9/24/2024	Excellent performance	10
OGB/2024/14	subject_3	9/25/2024	Excellent performance	10
OGB/2024/14	subject_2	10/7/2024	Fair performance	6
OGB/2024/14	subject_4	9/24/2024	Excellent performance	10
OGB/2024/15	subject_24	9/7/2024	Fair performance	6
OGB/2024/15	subject_2	9/8/2024	Very bad performance	0
OGB/2024/15	subject_5	9/26/2024	Very bad performance	0
OGB/2024/15	subject_27	9/23/2024	Very bad performance	0
OGB/2024/15	subject_1	10/6/2024	Good performance	8
OGB/2024/15	subject_22	9/9/2024	Fair performance	6
OGB/2024/15	subject_23	10/4/2024	Good performance	8
OGB/2024/15	subject_6	9/21/2024	Average performance	4
OGB/2024/15	subject_21	9/24/2024	Excellent performance	10
OGB/2024/15	subject_29	9/28/2024	Excellent performance	10
OGB/2024/16	subject_27	9/7/2024	Good performance	8
OGB/2024/16	subject_13	9/27/2024	Excellent performance	10
OGB/2024/16	subject_21	9/26/2024	Good performance	8
OGB/2024/16	subject_14	9/16/2024	Very bad performance	0
OGB/2024/16	subject_15	9/24/2024	Fair performance	6
OGB/2024/16	subject_2	9/23/2024	Fair performance	6
OGB/2024/16	subject_1	10/2/2024	Excellent performance	10
OGB/2024/16	subject_5	9/14/2024	Excellent performance	10
OGB/2024/16	subject_22	9/15/2024	Very bad performance	0
OGB/2024/16	subject_28	9/21/2024	Below average performance	2
OGB/2024/17	subject_26	9/15/2024	Fair performance	6
OGB/2024/17	subject_17	9/27/2024	Fair performance	6
OGB/2024/17	subject_5	9/14/2024	Excellent performance	10
OGB/2024/17	subject_1	9/19/2024	Very bad performance	0
OGB/2024/17	subject_16	9/25/2024	Excellent performance	10
OGB/2024/17	subject_24	10/1/2024	Excellent performance	10
OGB/2024/17	subject_18	10/2/2024	Excellent performance	10
OGB/2024/17	subject_2	9/20/2024	Average performance	4
OGB/2024/17	subject_23	9/26/2024	Very bad performance	0
OGB/2024/17	subject_6	9/21/2024	Excellent performance	10
OGB/2024/18	subject_9	9/14/2024	Below average performance	2
OGB/2024/18	subject_3	9/18/2024	Very bad performance	0
OGB/2024/18	subject_6	9/12/2024	Good performance	8
OGB/2024/18	subject_1	9/11/2024	Excellent performance	10
OGB/2024/18	subject_4	9/11/2024	Excellent performance	10
OGB/2024/18	subject_2	9/10/2024	Excellent performance	10
OGB/2024/18	subject_7	10/3/2024	Fair performance	6
OGB/2024/18	subject_5	9/15/2024	Excellent performance	10
OGB/2024/18	subject_10	9/8/2024	Average performance	4
OGB/2024/18	subject_8	10/2/2024	Excellent performance	10
OGB/2024/19	subject_18	9/10/2024	Excellent performance	10
OGB/2024/19	subject_13	9/9/2024	Excellent performance	10
OGB/2024/19	subject_1	9/22/2024	Average performance	4
OGB/2024/19	subject_17	9/19/2024	Below average performance	2
OGB/2024/19	subject_22	9/27/2024	Very bad performance	0
OGB/2024/19	subject_29	9/18/2024	Very bad performance	0
OGB/2024/19	subject_27	9/26/2024	Excellent performance	10
OGB/2024/19	subject_25	9/28/2024	Good performance	8
OGB/2024/19	subject_5	9/28/2024	Very bad performance	0
OGB/2024/19	subject_6	9/25/2024	Excellent performance	10
OGB/2024/20	subject_24	9/28/2024	Fair performance	6
OGB/2024/20	subject_28	9/19/2024	Good performance	8
OGB/2024/20	subject_26	10/7/2024	Excellent performance	10
OGB/2024/20	subject_2	10/4/2024	Below average performance	2
OGB/2024/20	subject_14	9/15/2024	Average performance	4
OGB/2024/20	subject_13	9/14/2024	Below average performance	2
OGB/2024/20	subject_22	9/18/2024	Very bad performance	0
OGB/2024/20	subject_25	9/16/2024	Good performance	8
OGB/2024/20	subject_5	10/5/2024	Fair performance	6
OGB/2024/21	subject_1	10/2/2024	Excellent performance	10
OGB/2024/21	subject_9	9/24/2024	Excellent performance	10
OGB/2024/21	subject_4	9/15/2024	Excellent performance	10
OGB/2024/21	subject_8	10/1/2024	Good performance	8
OGB/2024/21	subject_3	9/15/2024	Fair performance	6
OGB/2024/21	subject_5	9/10/2024	Excellent performance	10
OGB/2024/21	subject_6	9/27/2024	Very bad performance	0
OGB/2024/21	subject_2	9/23/2024	Below average performance	2
OGB/2024/22	subject_1	9/18/2024	Very bad performance	0
OGB/2024/22	subject_4	9/16/2024	Very bad performance	0
OGB/2024/22	subject_8	10/5/2024	Very bad performance	0
OGB/2024/22	subject_2	9/29/2024	Good performance	8
OGB/2024/22	subject_9	9/8/2024	Good performance	8
OGB/2024/22	subject_7	9/14/2024	Below average performance	2
OGB/2024/22	subject_10	9/14/2024	Very bad performance	0
OGB/2024/22	subject_5	9/28/2024	Fair performance	6
OGB/2024/22	subject_6	9/25/2024	Average performance	4
OGB/2024/23	subject_6	9/11/2024	Excellent performance	10
OGB/2024/23	subject_8	10/3/2024	Good performance	8
OGB/2024/23	subject_3	10/3/2024	Below average performance	2
OGB/2024/23	subject_4	10/3/2024	Fair performance	6
OGB/2024/23	subject_1	9/30/2024	Fair performance	6
OGB/2024/23	subject_9	9/12/2024	Excellent performance	10
OGB/2024/23	subject_5	9/20/2024	Fair performance	6
OGB/2024/23	subject_7	10/7/2024	Excellent performance	10
OGB/2024/24	subject_3	9/28/2024	Fair performance	6
OGB/2024/24	subject_4	9/22/2024	Fair performance	6
OGB/2024/24	subject_5	9/22/2024	Average performance	4
OGB/2024/24	subject_8	9/8/2024	Excellent performance	10
OGB/2024/24	subject_10	9/21/2024	Good performance	8
OGB/2024/24	subject_9	9/27/2024	Very bad performance	0
OGB/2024/24	subject_1	9/26/2024	Very bad performance	0
OGB/2024/24	subject_7	9/11/2024	Excellent performance	10
OGB/2024/24	subject_2	9/26/2024	Below average performance	2
OGB/2024/25	subject_1	9/29/2024	Good performance	8
OGB/2024/25	subject_6	9/13/2024	Good performance	8
OGB/2024/25	subject_28	10/2/2024	Excellent performance	10
OGB/2024/25	subject_18	9/18/2024	Excellent performance	10
OGB/2024/25	subject_21	10/6/2024	Very bad performance	0
OGB/2024/25	subject_24	9/8/2024	Very bad performance	0
OGB/2024/25	subject_15	9/12/2024	Below average performance	2
OGB/2024/25	subject_13	10/4/2024	Below average performance	2
OGB/2024/26	subject_18	9/28/2024	Below average performance	2
OGB/2024/26	subject_26	9/20/2024	Very bad performance	0
OGB/2024/26	subject_16	9/16/2024	Excellent performance	10
OGB/2024/26	subject_24	9/13/2024	Very bad performance	0
OGB/2024/26	subject_21	9/17/2024	Very bad performance	0
OGB/2024/26	subject_13	9/10/2024	Excellent performance	10
OGB/2024/26	subject_27	9/28/2024	Average performance	4
OGB/2024/26	subject_25	9/23/2024	Below average performance	2
OGB/2024/26	subject_6	9/13/2024	Average performance	4
OGB/2024/27	subject_26	9/10/2024	Very bad performance	0
OGB/2024/27	subject_23	10/4/2024	Very bad performance	0
OGB/2024/27	subject_1	9/28/2024	Excellent performance	10
OGB/2024/27	subject_16	9/13/2024	Excellent performance	10
OGB/2024/27	subject_28	9/14/2024	Very bad performance	0
OGB/2024/27	subject_25	9/21/2024	Fair performance	6
OGB/2024/27	subject_15	9/7/2024	Excellent performance	10
OGB/2024/27	subject_24	9/22/2024	Excellent performance	10
OGB/2024/27	subject_27	9/7/2024	Excellent performance	10
OGB/2024/28	subject_6	9/14/2024	Below average performance	2
OGB/2024/28	subject_29	9/20/2024	Very bad performance	0
OGB/2024/28	subject_13	9/25/2024	Very bad performance	0
OGB/2024/28	subject_22	9/7/2024	Excellent performance	10
OGB/2024/28	subject_24	9/22/2024	Excellent performance	10
OGB/2024/28	subject_26	9/27/2024	Very bad performance	0
OGB/2024/28	subject_1	9/19/2024	Fair performance	6
OGB/2024/28	subject_16	9/23/2024	Below average performance	2
OGB/2024/28	subject_17	9/27/2024	Excellent performance	10
OGB/2024/28	subject_5	10/2/2024	Below average performance	2
OGB/2024/29	subject_3	9/10/2024	Good performance	8
OGB/2024/29	subject_5	9/26/2024	Below average performance	2
OGB/2024/29	subject_8	9/26/2024	Fair performance	6
OGB/2024/29	subject_6	9/30/2024	Fair performance	6
OGB/2024/29	subject_2	9/28/2024	Excellent performance	10
OGB/2024/29	subject_1	9/19/2024	Good performance	8
OGB/2024/29	subject_9	9/13/2024	Excellent performance	10
OGB/2024/29	subject_7	9/23/2024	Excellent performance	10
OGB/2024/29	subject_4	9/9/2024	Below average performance	2
OGB/2024/29	subject_10	9/16/2024	Excellent performance	10
OGB/2024/30	subject_4	9/29/2024	Very bad performance	0
OGB/2024/30	subject_6	9/11/2024	Average performance	4
OGB/2024/30	subject_2	9/24/2024	Very bad performance	0
OGB/2024/30	subject_1	10/2/2024	Very bad performance	0
OGB/2024/30	subject_10	9/17/2024	Excellent performance	10
OGB/2024/30	subject_9	10/2/2024	Excellent performance	10
OGB/2024/30	subject_8	9/29/2024	Below average performance	2
OGB/2024/30	subject_5	9/28/2024	Excellent performance	10
OGB/2024/31	subject_5	9/17/2024	Fair performance	6
OGB/2024/31	subject_8	9/13/2024	Fair performance	6
OGB/2024/31	subject_6	9/10/2024	Excellent performance	10
OGB/2024/31	subject_10	9/17/2024	Excellent performance	10
OGB/2024/31	subject_3	9/14/2024	Excellent performance	10
OGB/2024/31	subject_2	9/12/2024	Excellent performance	10
OGB/2024/31	subject_4	9/23/2024	Good performance	8
OGB/2024/31	subject_7	9/26/2024	Fair performance	6
OGB/2024/31	subject_1	9/27/2024	Below average performance	2
OGB/2024/31	subject_9	9/17/2024	Very bad performance	0
OGB/2024/32	subject_1	9/28/2024	Good performance	8
OGB/2024/32	subject_5	9/24/2024	Excellent performance	10
OGB/2024/32	subject_6	10/4/2024	Excellent performance	10
OGB/2024/32	subject_8	9/11/2024	Fair performance	6
OGB/2024/32	subject_7	9/18/2024	Good performance	8
OGB/2024/32	subject_10	9/12/2024	Excellent performance	10
OGB/2024/32	subject_3	9/29/2024	Fair performance	6
OGB/2024/32	subject_9	9/26/2024	Good performance	8
OGB/2024/33	subject_2	9/10/2024	Excellent performance	10
OGB/2024/33	subject_10	9/18/2024	Excellent performance	10
OGB/2024/33	subject_9	9/9/2024	Excellent performance	10
OGB/2024/33	subject_7	10/5/2024	Fair performance	6
OGB/2024/33	subject_8	10/3/2024	Excellent performance	10
OGB/2024/33	subject_5	9/29/2024	Below average performance	2
OGB/2024/33	subject_1	9/25/2024	Excellent performance	10
OGB/2024/33	subject_3	9/21/2024	Excellent performance	10
OGB/2024/33	subject_6	10/7/2024	Excellent performance	10
OGB/2024/33	subject_4	9/10/2024	Excellent performance	10
OGB/2024/34	subject_8	9/18/2024	Excellent performance	10
OGB/2024/34	subject_2	9/13/2024	Very bad performance	0
OGB/2024/34	subject_1	10/6/2024	Excellent performance	10
OGB/2024/34	subject_9	10/3/2024	Below average performance	2
OGB/2024/34	subject_4	9/16/2024	Fair performance	6
OGB/2024/34	subject_7	9/17/2024	Excellent performance	10
OGB/2024/34	subject_10	9/10/2024	Very bad performance	0
OGB/2024/34	subject_6	9/21/2024	Good performance	8
OGB/2024/34	subject_5	10/6/2024	Good performance	8
OGB/2024/34	subject_3	9/15/2024	Fair performance	6
OGB/2024/35	subject_27	9/16/2024	Excellent performance	10
OGB/2024/35	subject_13	9/11/2024	Below average performance	2
OGB/2024/35	subject_22	9/9/2024	Good performance	8
OGB/2024/35	subject_18	10/1/2024	Very bad performance	0
OGB/2024/35	subject_28	10/5/2024	Very bad performance	0
OGB/2024/35	subject_1	10/7/2024	Good performance	8
OGB/2024/35	subject_29	9/9/2024	Excellent performance	10
OGB/2024/35	subject_2	9/21/2024	Very bad performance	0
OGB/2024/35	subject_24	9/18/2024	Below average performance	2
OGB/2024/35	subject_26	9/24/2024	Below average performance	2
OGB/2024/36	subject_5	9/20/2024	Below average performance	2
OGB/2024/36	subject_23	9/7/2024	Fair performance	6
OGB/2024/36	subject_18	10/2/2024	Average performance	4
OGB/2024/36	subject_24	10/1/2024	Excellent performance	10
OGB/2024/36	subject_16	10/4/2024	Fair performance	6
OGB/2024/36	subject_28	10/7/2024	Very bad performance	0
OGB/2024/36	subject_22	9/18/2024	Excellent performance	10
OGB/2024/36	subject_1	9/17/2024	Excellent performance	10
OGB/2024/37	subject_24	9/27/2024	Excellent performance	10
OGB/2024/37	subject_21	9/9/2024	Very bad performance	0
OGB/2024/37	subject_2	10/5/2024	Below average performance	2
OGB/2024/37	subject_22	9/18/2024	Excellent performance	10
OGB/2024/37	subject_17	10/3/2024	Fair performance	6
OGB/2024/37	subject_13	9/21/2024	Good performance	8
OGB/2024/37	subject_15	9/27/2024	Fair performance	6
OGB/2024/37	subject_16	10/4/2024	Very bad performance	0
OGB/2024/37	subject_26	9/9/2024	Fair performance	6
OGB/2024/38	subject_26	9/30/2024	Excellent performance	10
OGB/2024/38	subject_21	10/3/2024	Excellent performance	10
OGB/2024/38	subject_5	9/7/2024	Below average performance	2
OGB/2024/38	subject_22	9/28/2024	Good performance	8
OGB/2024/38	subject_27	9/11/2024	Fair performance	6
OGB/2024/38	subject_24	9/9/2024	Very bad performance	0
OGB/2024/38	subject_2	9/22/2024	Excellent performance	10
OGB/2024/38	subject_15	9/12/2024	Good performance	8
OGB/2024/39	subject_14	9/11/2024	Good performance	8
OGB/2024/39	subject_24	9/27/2024	Fair performance	6
OGB/2024/39	subject_26	9/20/2024	Very bad performance	0
OGB/2024/39	subject_21	10/4/2024	Fair performance	6
OGB/2024/39	subject_16	10/1/2024	Very bad performance	0
OGB/2024/39	subject_25	10/7/2024	Excellent performance	10
OGB/2024/39	subject_23	9/25/2024	Excellent performance	10
OGB/2024/39	subject_18	9/8/2024	Fair performance	6
OGB/2024/40	subject_5	9/17/2024	Excellent performance	10
OGB/2024/40	subject_6	9/21/2024	Very bad performance	0
OGB/2024/40	subject_1	9/18/2024	Very bad performance	0
OGB/2024/40	subject_4	9/21/2024	Very bad performance	0
OGB/2024/40	subject_3	9/17/2024	Excellent performance	10
OGB/2024/40	subject_9	9/9/2024	Good performance	8
OGB/2024/40	subject_7	9/19/2024	Good performance	8
OGB/2024/40	subject_8	9/14/2024	Excellent performance	10
OGB/2024/40	subject_10	9/19/2024	Good performance	8
OGB/2024/40	subject_2	9/25/2024	Very bad performance	0
OGB/2024/41	subject_1	10/3/2024	Excellent performance	10
OGB/2024/41	subject_21	10/4/2024	Good performance	8
OGB/2024/41	subject_22	9/27/2024	Excellent performance	10
OGB/2024/41	subject_14	10/6/2024	Very bad performance	0
OGB/2024/41	subject_15	10/4/2024	Very bad performance	0
OGB/2024/41	subject_28	9/26/2024	Fair performance	6
OGB/2024/41	subject_18	9/21/2024	Excellent performance	10
OGB/2024/41	subject_6	10/6/2024	Below average performance	2
OGB/2024/41	subject_24	9/21/2024	Fair performance	6
OGB/2024/41	subject_2	10/4/2024	Below average performance	2
OGB/2024/42	subject_14	9/8/2024	Excellent performance	10
OGB/2024/42	subject_2	9/20/2024	Excellent performance	10
OGB/2024/42	subject_25	9/12/2024	Very bad performance	0
OGB/2024/42	subject_16	9/15/2024	Excellent performance	10
OGB/2024/42	subject_6	9/14/2024	Below average performance	2
OGB/2024/42	subject_29	10/1/2024	Very bad performance	0
OGB/2024/42	subject_21	9/10/2024	Good performance	8
OGB/2024/42	subject_17	9/10/2024	Very bad performance	0
OGB/2024/43	subject_28	9/20/2024	Fair performance	6
OGB/2024/43	subject_1	9/25/2024	Below average performance	2
OGB/2024/43	subject_27	9/15/2024	Very bad performance	0
OGB/2024/43	subject_16	9/25/2024	Good performance	8
OGB/2024/43	subject_5	9/28/2024	Below average performance	2
OGB/2024/43	subject_18	9/24/2024	Below average performance	2
OGB/2024/43	subject_13	10/6/2024	Excellent performance	10
OGB/2024/43	subject_14	9/16/2024	Good performance	8
OGB/2024/44	subject_21	9/11/2024	Excellent performance	10
OGB/2024/44	subject_27	9/20/2024	Very bad performance	0
OGB/2024/44	subject_2	9/20/2024	Below average performance	2
OGB/2024/44	subject_1	9/28/2024	Excellent performance	10
OGB/2024/44	subject_26	9/24/2024	Good performance	8
OGB/2024/44	subject_29	9/9/2024	Below average performance	2
OGB/2024/44	subject_15	10/4/2024	Excellent performance	10
OGB/2024/44	subject_5	9/8/2024	Very bad performance	0
OGB/2024/44	subject_24	9/7/2024	Below average performance	2
OGB/2024/44	subject_6	9/18/2024	Below average performance	2
OGB/2024/45	subject_10	9/18/2024	Excellent performance	10
OGB/2024/45	subject_8	9/22/2024	Fair performance	6
OGB/2024/45	subject_4	9/15/2024	Excellent performance	10
OGB/2024/45	subject_6	9/11/2024	Excellent performance	10
OGB/2024/45	subject_2	9/15/2024	Very bad performance	0
OGB/2024/45	subject_1	9/17/2024	Excellent performance	10
OGB/2024/45	subject_9	9/19/2024	Good performance	8
OGB/2024/45	subject_3	9/19/2024	Excellent performance	10
OGB/2024/46	subject_10	9/28/2024	Good performance	8
OGB/2024/46	subject_6	10/4/2024	Fair performance	6
OGB/2024/46	subject_7	10/1/2024	Good performance	8
OGB/2024/46	subject_5	10/4/2024	Very bad performance	0
OGB/2024/46	subject_3	9/10/2024	Very bad performance	0
OGB/2024/46	subject_9	9/26/2024	Very bad performance	0
OGB/2024/46	subject_4	9/8/2024	Excellent performance	10
OGB/2024/46	subject_2	9/27/2024	Fair performance	6
OGB/2024/46	subject_1	10/7/2024	Excellent performance	10
OGB/2024/47	subject_5	10/1/2024	Fair performance	6
OGB/2024/47	subject_9	9/30/2024	Excellent performance	10
OGB/2024/47	subject_3	10/6/2024	Excellent performance	10
OGB/2024/47	subject_1	9/17/2024	Fair performance	6
OGB/2024/47	subject_2	10/1/2024	Good performance	8
OGB/2024/47	subject_8	9/17/2024	Average performance	4
OGB/2024/47	subject_4	10/4/2024	Excellent performance	10
OGB/2024/47	subject_7	9/30/2024	Below average performance	2
OGB/2024/48	subject_9	9/10/2024	Very bad performance	0
OGB/2024/48	subject_5	9/27/2024	Fair performance	6
OGB/2024/48	subject_6	9/29/2024	Excellent performance	10
OGB/2024/48	subject_10	10/4/2024	Below average performance	2
OGB/2024/48	subject_4	9/24/2024	Excellent performance	10
OGB/2024/48	subject_3	9/20/2024	Fair performance	6
OGB/2024/48	subject_8	9/7/2024	Excellent performance	10
OGB/2024/48	subject_7	9/27/2024	Excellent performance	10
OGB/2024/48	subject_1	9/24/2024	Very bad performance	0
OGB/2024/49	subject_17	9/14/2024	Excellent performance	10
OGB/2024/49	subject_18	9/26/2024	Below average performance	2
OGB/2024/49	subject_2	9/7/2024	Very bad performance	0
OGB/2024/49	subject_1	9/18/2024	Fair performance	6
OGB/2024/49	subject_28	9/10/2024	Below average performance	2
OGB/2024/49	subject_16	9/12/2024	Fair performance	6
OGB/2024/49	subject_26	9/29/2024	Good performance	8
OGB/2024/49	subject_15	9/9/2024	Fair performance	6
OGB/2024/49	subject_14	9/27/2024	Average performance	4
OGB/2024/50	subject_9	9/7/2024	Good performance	8
OGB/2024/50	subject_10	10/5/2024	Good performance	8
OGB/2024/50	subject_4	9/25/2024	Fair performance	6
OGB/2024/50	subject_1	10/5/2024	Below average performance	2
OGB/2024/50	subject_7	9/30/2024	Good performance	8
OGB/2024/50	subject_6	9/14/2024	Very bad performance	0
OGB/2024/50	subject_8	9/22/2024	Below average performance	2
OGB/2024/50	subject_3	9/8/2024	Excellent performance	10
OGB/2024/50	subject_5	10/5/2024	Very bad performance	0
OGB/2024/51	subject_16	9/20/2024	Fair performance	6
OGB/2024/51	subject_14	9/26/2024	Very bad performance	0
OGB/2024/51	subject_27	9/26/2024	Excellent performance	10
OGB/2024/51	subject_18	9/14/2024	Fair performance	6
OGB/2024/51	subject_24	9/7/2024	Good performance	8
OGB/2024/51	subject_2	9/21/2024	Good performance	8
OGB/2024/51	subject_22	9/20/2024	Excellent performance	10
OGB/2024/51	subject_17	9/23/2024	Fair performance	6
OGB/2024/51	subject_1	10/3/2024	Below average performance	2
OGB/2024/51	subject_5	9/16/2024	Good performance	8
OGB/2024/52	subject_17	10/2/2024	Good performance	8
